COUNTRY_PERIOD_INDEX,YEAR,ISO3_COUNTRY_CODE,OECD_RATING
FIN-2014,2014,FIN,1
FIN-2015,2015,FIN,1
FIN-2016,2016,FIN,1
FIN-2017,2017,FIN,1
FIN-2018,2018,FIN,1
FIN-2019,2019,FIN,1
FIN-2020,2020,FIN,1
FIN-2021,2021,FIN,1
FIN-2022,2022,FIN,1
FIN-2023,2023,FIN,1
FIN-2024,2024,FIN,-
FIN-2025,2025,FIN,-
FIN-2026,2026,FIN,-
FRA-1999,1999,FRA,1
FRA-2000,2000,FRA,1
FRA-2001,2001,FRA,1
FRA-2002,2002,FRA,1
FRA-2003,2003,FRA,1
FRA-2004,2004,FRA,1
FRA-2005,2005,FRA,1
FRA-2006,2006,FRA,1
FRA-2007,2007,FRA,1
FRA-2008,2008,FRA,1
FRA-2009,2009,FRA,1
FRA-2010,2010,FRA,1
FRA-2011,2011,FRA,1
FRA-2012,2012,FRA,1
FRA-2013,2013,FRA,1
FRA-2014,2014,FRA,1
FRA-2015,2015,FRA,1
FRA-2016,2016,FRA,1
FRA-2017,2017,FRA,1
FRA-2018,2018,FRA,1
FRA-2019,2019,FRA,1
FRA-2020,2020,FRA,1
FRA-2021,2021,FRA,1
FRA-2022,2022,FRA,1
FRA-2023,2023,FRA,1
FRA-2024,2024,FRA,-
FRA-2025,2025,FRA,-
FRA-2026,2026,FRA,-
GAB-1999,1999,GAB,6
GAB-2000,2000,GAB,6
GAB-2001,2001,GAB,6
GAB-2002,2002,GAB,6
GAB-2003,2003,GAB,6
GAB-2004,2004,GAB,7
GAB-2005,2005,GAB,7
GAB-2006,2006,GAB,6
GAB-2007,2007,GAB,6
GAB-2008,2008,GAB,6
GAB-2009,2009,GAB,6
GAB-2010,2010,GAB,6
GAB-2011,2011,GAB,5
GAB-2012,2012,GAB,5
GAB-2013,2013,GAB,5
GAB-2014,2014,GAB,5
GAB-2015,2015,GAB,1
GAB-2016,2016,GAB,1
GAB-2017,2017,GAB,1
GAB-2018,2018,GAB,1
GAB-2019,2019,GAB,1
GAB-2020,2020,GAB,1
GAB-2021,2021,GAB,1
GAB-2022,2022,GAB,1
GAB-2023,2023,GAB,1
GAB-2024,2024,GAB,-
GAB-2025,2025,GAB,-
GAB-2026,2026,GAB,-
GMB-1999,1999,GMB,7
GMB-2000,2000,GMB,7
GMB-2001,2001,GMB,7
GMB-2002,2002,GMB,7
GMB-2003,2003,GMB,7
GMB-2004,2004,GMB,7
GMB-2005,2005,GMB,7
GMB-2006,2006,GMB,7
GMB-2007,2007,GMB,7
GMB-2008,2008,GMB,7
GMB-2009,2009,GMB,7
GMB-2010,2010,GMB,7
GMB-2011,2011,GMB,7
GMB-2012,2012,GMB,7
GMB-2013,2013,GMB,7
GMB-2014,2014,GMB,7
GMB-2015,2015,GMB,7
GMB-2016,2016,GMB,7
GMB-2017,2017,GMB,7
GMB-2018,2018,GMB,7
GMB-2019,2019,GMB,7
GMB-2020,2020,GMB,7
GMB-2021,2021,GMB,7
GMB-2022,2022,GMB,7
GMB-2023,2023,GMB,7
GMB-2024,2024,GMB,-
GMB-2025,2025,GMB,-
GMB-2026,2026,GMB,-
GEO-1999,1999,GEO,7
GEO-2000,2000,GEO,7
GEO-2001,2001,GEO,7
GEO-2002,2002,GEO,7
GEO-2003,2003,GEO,7
GEO-2004,2004,GEO,7
GEO-2005,2005,GEO,7
GEO-2006,2006,GEO,7
GEO-2007,2007,GEO,7
GEO-2008,2008,GEO,6
GEO-2009,2009,GEO,6
GEO-2010,2010,GEO,6
GEO-2011,2011,GEO,6
GEO-2012,2012,GEO,6
GEO-2013,2013,GEO,6
GEO-2014,2014,GEO,6
GEO-2015,2015,GEO,6
GEO-2016,2016,GEO,6
GEO-2017,2017,GEO,6
GEO-2018,2018,GEO,6
GEO-2019,2019,GEO,6
GEO-2020,2020,GEO,6
GEO-2021,2021,GEO,6
GEO-2022,2022,GEO,6
GEO-2023,2023,GEO,6
GEO-2024,2024,GEO,-
GEO-2025,2025,GEO,-
GEO-2026,2026,GEO,-
DEU-1999,1999,DEU,1
DEU-2000,2000,DEU,1
DEU-2001,2001,DEU,1
DEU-2002,2002,DEU,1
DEU-2003,2003,DEU,1
DEU-2004,2004,DEU,1
DEU-2005,2005,DEU,1
DEU-2006,2006,DEU,1
DEU-2007,2007,DEU,1
DEU-2008,2008,DEU,1
DEU-2009,2009,DEU,1
DEU-2010,2010,DEU,1
DEU-2011,2011,DEU,1
DEU-2012,2012,DEU,1
DEU-2013,2013,DEU,1
DEU-2014,2014,DEU,1
DEU-2015,2015,DEU,1
DEU-2016,2016,DEU,1
DEU-2017,2017,DEU,1
DEU-2018,2018,DEU,1
DEU-2019,2019,DEU,1
DEU-2020,2020,DEU,1
DEU-2021,2021,DEU,1
DEU-2022,2022,DEU,1
DEU-2023,2023,DEU,1
DEU-2024,2024,DEU,-
DEU-2025,2025,DEU,-
DEU-2026,2026,DEU,-
GHA-1999,1999,GHA,6
GHA-2000,2000,GHA,5
GHA-2001,2001,GHA,6
GHA-2002,2002,GHA,7
GHA-2003,2003,GHA,7
GHA-2004,2004,GHA,7
GHA-2005,2005,GHA,6
GHA-2006,2006,GHA,6
GHA-2007,2007,GHA,6
GHA-2008,2008,GHA,6
GHA-2009,2009,GHA,6
GHA-2010,2010,GHA,6
GHA-2011,2011,GHA,6
GHA-2012,2012,GHA,5
GHA-2013,2013,GHA,5
GHA-2014,2014,GHA,5
GHA-2015,2015,GHA,5
GHA-2016,2016,GHA,6
GHA-2017,2017,GHA,6
GHA-2018,2018,GHA,6
GHA-2019,2019,GHA,6
GHA-2020,2020,GHA,6
GHA-2021,2021,GHA,6
GHA-2022,2022,GHA,6
GHA-2023,2023,GHA,7
GHA-2024,2024,GHA,-
GHA-2025,2025,GHA,-
GHA-2026,2026,GHA,-
GRC-1999,1999,GRC,1
GRC-2000,2000,GRC,1
GRC-2001,2001,GRC,1
GRC-2002,2002,GRC,1
GRC-2003,2003,GRC,1
GRC-2004,2004,GRC,1
GRC-2005,2005,GRC,1
GRC-2006,2006,GRC,1
GRC-2007,2007,GRC,1
GRC-2008,2008,GRC,1
GRC-2009,2009,GRC,1
GRC-2010,2010,GRC,1
GRC-2011,2011,GRC,1
GRC-2012,2012,GRC,1
GRC-2013,2013,GRC,1
GRC-2014,2014,GRC,1
GRC-2015,2015,GRC,1
GRC-2016,2016,GRC,1
GRC-2017,2017,GRC,1
GRC-2018,2018,GRC,1
GRC-2019,2019,GRC,1
GRC-2020,2020,GRC,1
GRC-2021,2021,GRC,1
GRC-2022,2022,GRC,1
GRC-2023,2023,GRC,1
GRC-2024,2024,GRC,-
GRC-2025,2025,GRC,-
GRC-2026,2026,GRC,-
GRD-1999,1999,GRD,-
GRD-2000,2000,GRD,-
GRD-2001,2001,GRD,-
GRD-2002,2002,GRD,-
GRD-2003,2003,GRD,-
GRD-2004,2004,GRD,-
GRD-2005,2005,GRD,-
GRD-2006,2006,GRD,-
GRD-2007,2007,GRD,-
GRD-2008,2008,GRD,-
GRD-2009,2009,GRD,-
GRD-2010,2010,GRD,-
GRD-2011,2011,GRD,-
GRD-2012,2012,GRD,-
GRD-2013,2013,GRD,-
GRD-2014,2014,GRD,-
GRD-2015,2015,GRD,-
GRD-2016,2016,GRD,-
GRD-2017,2017,GRD,-
GRD-2018,2018,GRD,-
GRD-2019,2019,GRD,-
GRD-2020,2020,GRD,-
GRD-2021,2021,GRD,-
GRD-2022,2022,GRD,-
GRD-2023,2023,GRD,-
GRD-2024,2024,GRD,-
GRD-2025,2025,GRD,-
GRD-2026,2026,GRD,-
GTM-1999,1999,GTM,6
GTM-2000,2000,GTM,6
GTM-2001,2001,GTM,6
GTM-2002,2002,GTM,6
GTM-2003,2003,GTM,6
GTM-2004,2004,GTM,6
GTM-2005,2005,GTM,6
GTM-2006,2006,GTM,6
GTM-2007,2007,GTM,5
GTM-2008,2008,GTM,5
GTM-2009,2009,GTM,5
GTM-2010,2010,GTM,5
GTM-2011,2011,GTM,5
GTM-2012,2012,GTM,5
GTM-2013,2013,GTM,5
GTM-2014,2014,GTM,5
GTM-2015,2015,GTM,4
GTM-2016,2016,GTM,4
GTM-2017,2017,GTM,4
GTM-2018,2018,GTM,4
GTM-2019,2019,GTM,4
GTM-2020,2020,GTM,4
GTM-2021,2021,GTM,4
GTM-2022,2022,GTM,4
GTM-2023,2023,GTM,4
GTM-2024,2024,GTM,-
GTM-2025,2025,GTM,-
GTM-2026,2026,GTM,-
GIN-1999,1999,GIN,7
GIN-2000,2000,GIN,7
GIN-2001,2001,GIN,7
GIN-2002,2002,GIN,7
GIN-2003,2003,GIN,7
GIN-2004,2004,GIN,7
GIN-2005,2005,GIN,7
GIN-2006,2006,GIN,7
GIN-2007,2007,GIN,7
GIN-2008,2008,GIN,7
GIN-2009,2009,GIN,7
GIN-2010,2010,GIN,7
GIN-2011,2011,GIN,7
GIN-2012,2012,GIN,7
GIN-2013,2013,GIN,7
GIN-2014,2014,GIN,7
GIN-2015,2015,GIN,7
GIN-2016,2016,GIN,7
GIN-2017,2017,GIN,7
GIN-2018,2018,GIN,7
GIN-2019,2019,GIN,7
GIN-2020,2020,GIN,7
GIN-2021,2021,GIN,7
GIN-2022,2022,GIN,7
GIN-2023,2023,GIN,7
GIN-2024,2024,GIN,-
GIN-2025,2025,GIN,-
GIN-2026,2026,GIN,-
GNB-1999,1999,GNB,7
GNB-2000,2000,GNB,7
GNB-2001,2001,GNB,7
GNB-2002,2002,GNB,7
GNB-2003,2003,GNB,7
GNB-2004,2004,GNB,7
GNB-2005,2005,GNB,7
GNB-2006,2006,GNB,7
GNB-2007,2007,GNB,7
GNB-2008,2008,GNB,7
GNB-2009,2009,GNB,7
GNB-2010,2010,GNB,7
GNB-2011,2011,GNB,7
GNB-2012,2012,GNB,7
GNB-2013,2013,GNB,7
GNB-2014,2014,GNB,7
GNB-2015,2015,GNB,1
GNB-2016,2016,GNB,1
GNB-2017,2017,GNB,1
GNB-2018,2018,GNB,1
GNB-2019,2019,GNB,1
GNB-2020,2020,GNB,1
GNB-2021,2021,GNB,1
GNB-2022,2022,GNB,1
GNB-2023,2023,GNB,1
GNB-2024,2024,GNB,-
GNB-2025,2025,GNB,-
GNB-2026,2026,GNB,-
GUY-1999,1999,GUY,7
GUY-2000,2000,GUY,7
GUY-2001,2001,GUY,7
GUY-2002,2002,GUY,7
GUY-2003,2003,GUY,7
GUY-2004,2004,GUY,7
GUY-2005,2005,GUY,7
GUY-2006,2006,GUY,7
GUY-2007,2007,GUY,7
GUY-2008,2008,GUY,-
GUY-2009,2009,GUY,-
GUY-2010,2010,GUY,-
GUY-2011,2011,GUY,-
GUY-2012,2012,GUY,-
GUY-2013,2013,GUY,-
GUY-2014,2014,GUY,-
GUY-2015,2015,GUY,-
GUY-2016,2016,GUY,-
GUY-2017,2017,GUY,6
GUY-2018,2018,GUY,6
GUY-2019,2019,GUY,6
GUY-2020,2020,GUY,6
GUY-2021,2021,GUY,6
GUY-2022,2022,GUY,6
GUY-2023,2023,GUY,5
GUY-2024,2024,GUY,-
GUY-2025,2025,GUY,-
GUY-2026,2026,GUY,-
HTI-1999,1999,HTI,-
HTI-2000,2000,HTI,-
HTI-2001,2001,HTI,7
HTI-2002,2002,HTI,7
HTI-2003,2003,HTI,7
HTI-2004,2004,HTI,7
HTI-2005,2005,HTI,7
HTI-2006,2006,HTI,7
HTI-2007,2007,HTI,7
HTI-2008,2008,HTI,7
HTI-2009,2009,HTI,7
HTI-2010,2010,HTI,7
HTI-2011,2011,HTI,7
HTI-2012,2012,HTI,7
HTI-2013,2013,HTI,7
HTI-2014,2014,HTI,7
HTI-2015,2015,HTI,7
HTI-2016,2016,HTI,7
HTI-2017,2017,HTI,7
HTI-2018,2018,HTI,7
HTI-2019,2019,HTI,7
HTI-2020,2020,HTI,7
HTI-2021,2021,HTI,7
HTI-2022,2022,HTI,7
HTI-2023,2023,HTI,7
HTI-2024,2024,HTI,-
HTI-2025,2025,HTI,-
HTI-2026,2026,HTI,-
HND-1999,1999,HND,6
HND-2000,2000,HND,7
HND-2001,2001,HND,7
HND-2002,2002,HND,7
HND-2003,2003,HND,7
HND-2004,2004,HND,7
HND-2005,2005,HND,7
HND-2006,2006,HND,7
HND-2007,2007,HND,7
HND-2008,2008,HND,6
HND-2009,2009,HND,6
HND-2010,2010,HND,6
HND-2011,2011,HND,6
HND-2012,2012,HND,6
HND-2013,2013,HND,6
HND-2014,2014,HND,6
HND-2015,2015,HND,6
HND-2016,2016,HND,6
HND-2017,2017,HND,5
HND-2018,2018,HND,5
HND-2019,2019,HND,5
HND-2020,2020,HND,5
HND-2021,2021,HND,5
HND-2022,2022,HND,5
HND-2023,2023,HND,5
HND-2024,2024,HND,-
HND-2025,2025,HND,-
HND-2026,2026,HND,-
HKG-1999,1999,HKG,2
HKG-2000,2000,HKG,2
HKG-2001,2001,HKG,2
HKG-2002,2002,HKG,2
HKG-2003,2003,HKG,2
HKG-2004,2004,HKG,2
HKG-2005,2005,HKG,2
HKG-2006,2006,HKG,2
HKG-2007,2007,HKG,2
HKG-2008,2008,HKG,1
HKG-2009,2009,HKG,1
HKG-2010,2010,HKG,1
HKG-2011,2011,HKG,1
HKG-2012,2012,HKG,1
HKG-2013,2013,HKG,1
HKG-2014,2014,HKG,1
HKG-2015,2015,HKG,1
HKG-2016,2016,HKG,1
HKG-2017,2017,HKG,1
HKG-2018,2018,HKG,2
HKG-2019,2019,HKG,2
HKG-2020,2020,HKG,2
HKG-2021,2021,HKG,3
HKG-2022,2022,HKG,2
HKG-2023,2023,HKG,2
HKG-2024,2024,HKG,-
HKG-2025,2025,HKG,-
HKG-2026,2026,HKG,-
HUN-1999,1999,HUN,3
HUN-2000,2000,HUN,2
HUN-2001,2001,HUN,2
HUN-2002,2002,HUN,2
HUN-2003,2003,HUN,2
HUN-2004,2004,HUN,2
HUN-2005,2005,HUN,2
HUN-2006,2006,HUN,2
HUN-2007,2007,HUN,2
HUN-2008,2008,HUN,3
HUN-2009,2009,HUN,3
HUN-2010,2010,HUN,1
HUN-2011,2011,HUN,1
HUN-2012,2012,HUN,1
HUN-2013,2013,HUN,1
HUN-2014,2014,HUN,1
HUN-2015,2015,HUN,1
HUN-2016,2016,HUN,1
HUN-2017,2017,HUN,1
HUN-2018,2018,HUN,1
HUN-2019,2019,HUN,1
HUN-2020,2020,HUN,1
HUN-2021,2021,HUN,1
HUN-2022,2022,HUN,1
HUN-2023,2023,HUN,1
HUN-2024,2024,HUN,-
HUN-2025,2025,HUN,-
HUN-2026,2026,HUN,-
ISL-1999,1999,ISL,1
ISL-2000,2000,ISL,1
ISL-2001,2001,ISL,1
ISL-2002,2002,ISL,1
ISL-2003,2003,ISL,1
ISL-2004,2004,ISL,1
ISL-2005,2005,ISL,1
ISL-2006,2006,ISL,1
ISL-2007,2007,ISL,1
ISL-2008,2008,ISL,1
ISL-2009,2009,ISL,1
ISL-2010,2010,ISL,1
ISL-2011,2011,ISL,1
ISL-2012,2012,ISL,1
ISL-2013,2013,ISL,1
ISL-2014,2014,ISL,1
ISL-2015,2015,ISL,1
ISL-2016,2016,ISL,1
ISL-2017,2017,ISL,1
ISL-2018,2018,ISL,1
ISL-2019,2019,ISL,1
ISL-2020,2020,ISL,1
ISL-2021,2021,ISL,1
ISL-2022,2022,ISL,1
ISL-2023,2023,ISL,1
ISL-2024,2024,ISL,-
ISL-2025,2025,ISL,-
ISL-2026,2026,ISL,-
IND-1999,1999,IND,3
IND-2000,2000,IND,3
IND-2001,2001,IND,3
IND-2002,2002,IND,3
IND-2003,2003,IND,3
IND-2004,2004,IND,3
IND-2005,2005,IND,3
IND-2006,2006,IND,3
IND-2007,2007,IND,3
IND-2008,2008,IND,3
IND-2009,2009,IND,3
IND-2010,2010,IND,3
IND-2011,2011,IND,3
IND-2012,2012,IND,3
IND-2013,2013,IND,3
IND-2014,2014,IND,3
IND-2015,2015,IND,3
IND-2016,2016,IND,3
IND-2017,2017,IND,3
IND-2018,2018,IND,3
IND-2019,2019,IND,3
IND-2020,2020,IND,3
IND-2021,2021,IND,3
IND-2022,2022,IND,3
IND-2023,2023,IND,3
IND-2024,2024,IND,-
IND-2025,2025,IND,-
IND-2026,2026,IND,-
IDN-1999,1999,IDN,6
IDN-2000,2000,IDN,6
IDN-2001,2001,IDN,6
IDN-2002,2002,IDN,6
IDN-2003,2003,IDN,6
IDN-2004,2004,IDN,6
IDN-2005,2005,IDN,6
IDN-2006,2006,IDN,5
IDN-2007,2007,IDN,5
IDN-2008,2008,IDN,5
IDN-2009,2009,IDN,5
IDN-2010,2010,IDN,5
IDN-2011,2011,IDN,4
IDN-2012,2012,IDN,4
IDN-2013,2013,IDN,3
IDN-2014,2014,IDN,3
IDN-2015,2015,IDN,3
IDN-2016,2016,IDN,3
IDN-2017,2017,IDN,3
IDN-2018,2018,IDN,3
IDN-2019,2019,IDN,3
IDN-2020,2020,IDN,3
IDN-2021,2021,IDN,3
IDN-2022,2022,IDN,3
IDN-2023,2023,IDN,3
IDN-2024,2024,IDN,-
IDN-2025,2025,IDN,-
IDN-2026,2026,IDN,-
IRN-1999,1999,IRN,5
IRN-2000,2000,IRN,6
IRN-2001,2001,IRN,5
IRN-2002,2002,IRN,4
IRN-2003,2003,IRN,4
IRN-2004,2004,IRN,4
IRN-2005,2005,IRN,4
IRN-2006,2006,IRN,4
IRN-2007,2007,IRN,5
IRN-2008,2008,IRN,6
IRN-2009,2009,IRN,6
IRN-2010,2010,IRN,6
IRN-2011,2011,IRN,6
IRN-2012,2012,IRN,6
IRN-2013,2013,IRN,7
IRN-2014,2014,IRN,7
IRN-2015,2015,IRN,7
IRN-2016,2016,IRN,7
IRN-2017,2017,IRN,6
IRN-2018,2018,IRN,6
IRN-2019,2019,IRN,6
IRN-2020,2020,IRN,6
IRN-2021,2021,IRN,7
IRN-2022,2022,IRN,7
IRN-2023,2023,IRN,7
IRN-2024,2024,IRN,-
IRN-2025,2025,IRN,-
IRN-2026,2026,IRN,-
IRQ-1999,1999,IRQ,7
IRQ-2000,2000,IRQ,7
IRQ-2001,2001,IRQ,7
IRQ-2002,2002,IRQ,7
IRQ-2003,2003,IRQ,7
IRQ-2004,2004,IRQ,7
IRQ-2005,2005,IRQ,7
IRQ-2006,2006,IRQ,7
IRQ-2007,2007,IRQ,7
IRQ-2008,2008,IRQ,7
IRQ-2009,2009,IRQ,7
IRQ-2010,2010,IRQ,7
IRQ-2011,2011,IRQ,7
IRQ-2012,2012,IRQ,7
IRQ-2013,2013,IRQ,7
IRQ-2014,2014,IRQ,7
IRQ-2015,2015,IRQ,7
IRQ-2016,2016,IRQ,7
IRQ-2017,2017,IRQ,7
IRQ-2018,2018,IRQ,7
IRQ-2019,2019,IRQ,7
IRQ-2020,2020,IRQ,7
IRQ-2021,2021,IRQ,7
IRQ-2022,2022,IRQ,7
IRQ-2023,2023,IRQ,7
IRQ-2024,2024,IRQ,-
IRQ-2025,2025,IRQ,-
IRQ-2026,2026,IRQ,-
IRL-1999,1999,IRL,1
IRL-2000,2000,IRL,1
IRL-2001,2001,IRL,1
IRL-2002,2002,IRL,1
IRL-2003,2003,IRL,1
IRL-2004,2004,IRL,1
IRL-2005,2005,IRL,1
IRL-2006,2006,IRL,1
IRL-2007,2007,IRL,1
IRL-2008,2008,IRL,1
IRL-2009,2009,IRL,1
IRL-2010,2010,IRL,1
IRL-2011,2011,IRL,1
IRL-2012,2012,IRL,1
IRL-2013,2013,IRL,1
IRL-2014,2014,IRL,1
IRL-2015,2015,IRL,1
IRL-2016,2016,IRL,1
IRL-2017,2017,IRL,1
IRL-2018,2018,IRL,1
IRL-2019,2019,IRL,1
IRL-2020,2020,IRL,1
IRL-2021,2021,IRL,1
IRL-2022,2022,IRL,1
IRL-2023,2023,IRL,1
IRL-2024,2024,IRL,-
IRL-2025,2025,IRL,-
IRL-2026,2026,IRL,-
ISR-1999,1999,ISR,3
ISR-2000,2000,ISR,3
ISR-2001,2001,ISR,3
ISR-2002,2002,ISR,3
ISR-2003,2003,ISR,3
ISR-2004,2004,ISR,3
ISR-2005,2005,ISR,3
ISR-2006,2006,ISR,3
ISR-2007,2007,ISR,3
ISR-2008,2008,ISR,3
ISR-2009,2009,ISR,3
ISR-2010,2010,ISR,3
ISR-2011,2011,ISR,1
ISR-2012,2012,ISR,1
ISR-2013,2013,ISR,-
ISR-2014,2014,ISR,-
ISR-2015,2015,ISR,-
ISR-2016,2016,ISR,-
ISR-2017,2017,ISR,-
ISR-2018,2018,ISR,-
ISR-2019,2019,ISR,-
ISR-2020,2020,ISR,-
ISR-2021,2021,ISR,-
ISR-2022,2022,ISR,-
ISR-2023,2023,ISR,-
ISR-2024,2024,ISR,-
ISR-2025,2025,ISR,-
ISR-2026,2026,ISR,-
ITA-1999,1999,ITA,1
ITA-2000,2000,ITA,1
ITA-2001,2001,ITA,1
ITA-2002,2002,ITA,1
ITA-2003,2003,ITA,1
ITA-2004,2004,ITA,1
ITA-2005,2005,ITA,1
ITA-2006,2006,ITA,1
ITA-2007,2007,ITA,1
ITA-2008,2008,ITA,1
ITA-2009,2009,ITA,1
ITA-2010,2010,ITA,1
ITA-2011,2011,ITA,1
ITA-2012,2012,ITA,1
ITA-2013,2013,ITA,1
ITA-2014,2014,ITA,1
ITA-2015,2015,ITA,1
ITA-2016,2016,ITA,1
ITA-2017,2017,ITA,1
ITA-2018,2018,ITA,1
ITA-2019,2019,ITA,1
ITA-2020,2020,ITA,1
ITA-2021,2021,ITA,1
ITA-2022,2022,ITA,1
ITA-2023,2023,ITA,1
ITA-2024,2024,ITA,-
ITA-2025,2025,ITA,-
ITA-2026,2026,ITA,-
JAM-1999,1999,JAM,5
JAM-2000,2000,JAM,5
JAM-2001,2001,JAM,5
JAM-2002,2002,JAM,5
JAM-2003,2003,JAM,5
JAM-2004,2004,JAM,6
JAM-2005,2005,JAM,6
JAM-2006,2006,JAM,6
JAM-2007,2007,JAM,6
JAM-2008,2008,JAM,6
JAM-2009,2009,JAM,6
JAM-2010,2010,JAM,6
JAM-2011,2011,JAM,6
JAM-2012,2012,JAM,6
JAM-2013,2013,JAM,7
JAM-2014,2014,JAM,7
JAM-2015,2015,JAM,7
JAM-2016,2016,JAM,7
JAM-2017,2017,JAM,7
JAM-2018,2018,JAM,6
JAM-2019,2019,JAM,6
JAM-2020,2020,JAM,6
JAM-2021,2021,JAM,6
JAM-2022,2022,JAM,6
JAM-2023,2023,JAM,6
JAM-2024,2024,JAM,-
JAM-2025,2025,JAM,-
JAM-2026,2026,JAM,-
JPN-1999,1999,JPN,1
JPN-2000,2000,JPN,1
JPN-2001,2001,JPN,1
JPN-2002,2002,JPN,1
JPN-2003,2003,JPN,1
JPN-2004,2004,JPN,1
JPN-2005,2005,JPN,1
JPN-2006,2006,JPN,1
JPN-2007,2007,JPN,1
JPN-2008,2008,JPN,1
JPN-2009,2009,JPN,1
JPN-2010,2010,JPN,1
JPN-2011,2011,JPN,1
JPN-2012,2012,JPN,1
JPN-2013,2013,JPN,1
JPN-2014,2014,JPN,1
JPN-2015,2015,JPN,1
JPN-2016,2016,JPN,1
JPN-2017,2017,JPN,1
JPN-2018,2018,JPN,1
JPN-2019,2019,JPN,1
JPN-2020,2020,JPN,1
JPN-2021,2021,JPN,1
JPN-2022,2022,JPN,1
JPN-2023,2023,JPN,1
JPN-2024,2024,JPN,-
JPN-2025,2025,JPN,-
JPN-2026,2026,JPN,-
JOR-1999,1999,JOR,5
JOR-2000,2000,JOR,6
JOR-2001,2001,JOR,6
JOR-2002,2002,JOR,6
JOR-2003,2003,JOR,6
JOR-2004,2004,JOR,6
JOR-2005,2005,JOR,5
JOR-2006,2006,JOR,5
JOR-2007,2007,JOR,5
JOR-2008,2008,JOR,5
JOR-2009,2009,JOR,5
JOR-2010,2010,JOR,5
JOR-2011,2011,JOR,5
JOR-2012,2012,JOR,5
JOR-2013,2013,JOR,5
JOR-2014,2014,JOR,5
JOR-2015,2015,JOR,5
JOR-2016,2016,JOR,5
JOR-2017,2017,JOR,5
JOR-2018,2018,JOR,5
JOR-2019,2019,JOR,5
JOR-2020,2020,JOR,5
JOR-2021,2021,JOR,5
JOR-2022,2022,JOR,5
JOR-2023,2023,JOR,5
JOR-2024,2024,JOR,-
JOR-2025,2025,JOR,-
JOR-2026,2026,JOR,-
KAZ-1999,1999,KAZ,6
KAZ-2000,2000,KAZ,7
KAZ-2001,2001,KAZ,6
KAZ-2002,2002,KAZ,6
KAZ-2003,2003,KAZ,6
KAZ-2004,2004,KAZ,5
KAZ-2005,2005,KAZ,5
KAZ-2006,2006,KAZ,4
KAZ-2007,2007,KAZ,4
KAZ-2008,2008,KAZ,4
KAZ-2009,2009,KAZ,4
KAZ-2010,2010,KAZ,5
KAZ-2011,2011,KAZ,5
KAZ-2012,2012,KAZ,5
KAZ-2013,2013,KAZ,5
KAZ-2014,2014,KAZ,5
KAZ-2015,2015,KAZ,5
KAZ-2016,2016,KAZ,5
KAZ-2017,2017,KAZ,6
KAZ-2018,2018,KAZ,6
KAZ-2019,2019,KAZ,6
KAZ-2020,2020,KAZ,5
KAZ-2021,2021,KAZ,5
KAZ-2022,2022,KAZ,5
KAZ-2023,2023,KAZ,5
KAZ-2024,2024,KAZ,-
KAZ-2025,2025,KAZ,-
KAZ-2026,2026,KAZ,-
KEN-1999,1999,KEN,6
KEN-2000,2000,KEN,6
KEN-2001,2001,KEN,6
KEN-2002,2002,KEN,6
KEN-2003,2003,KEN,7
KEN-2004,2004,KEN,7
KEN-2005,2005,KEN,6
KEN-2006,2006,KEN,6
KEN-2007,2007,KEN,6
KEN-2008,2008,KEN,6
KEN-2009,2009,KEN,6
KEN-2010,2010,KEN,6
KEN-2011,2011,KEN,6
KEN-2012,2012,KEN,6
KEN-2013,2013,KEN,6
KEN-2014,2014,KEN,6
KEN-2015,2015,KEN,6
KEN-2016,2016,KEN,6
KEN-2017,2017,KEN,6
KEN-2018,2018,KEN,6
KEN-2019,2019,KEN,6
KEN-2020,2020,KEN,6
KEN-2021,2021,KEN,6
KEN-2022,2022,KEN,6
KEN-2023,2023,KEN,7
KEN-2024,2024,KEN,-
KEN-2025,2025,KEN,-
KEN-2026,2026,KEN,-
KIR-1999,1999,KIR,-
KIR-2000,2000,KIR,-
KIR-2001,2001,KIR,-
KIR-2002,2002,KIR,-
KIR-2003,2003,KIR,-
KIR-2004,2004,KIR,-
KIR-2005,2005,KIR,-
KIR-2006,2006,KIR,-
KIR-2007,2007,KIR,-
KIR-2008,2008,KIR,-
KIR-2009,2009,KIR,-
KIR-2010,2010,KIR,-
KIR-2011,2011,KIR,-
KIR-2012,2012,KIR,-
KIR-2013,2013,KIR,-
KIR-2014,2014,KIR,-
KIR-2015,2015,KIR,-
KIR-2016,2016,KIR,-
KIR-2017,2017,KIR,-
KIR-2018,2018,KIR,-
KIR-2019,2019,KIR,-
KIR-2020,2020,KIR,-
KIR-2021,2021,KIR,-
KIR-2022,2022,KIR,-
KIR-2023,2023,KIR,-
KIR-2024,2024,KIR,-
KIR-2025,2025,KIR,-
KIR-2026,2026,KIR,-
KOR-1999,1999,KOR,1
KOR-2000,2000,KOR,1
KOR-2001,2001,KOR,1
KOR-2002,2002,KOR,2
KOR-2003,2003,KOR,2
KOR-2004,2004,KOR,1
KOR-2005,2005,KOR,1
KOR-2006,2006,KOR,1
KOR-2007,2007,KOR,1
KOR-2008,2008,KOR,1
KOR-2009,2009,KOR,1
KOR-2010,2010,KOR,1
KOR-2011,2011,KOR,1
KOR-2012,2012,KOR,1
KOR-2013,2013,KOR,1
KOR-2014,2014,KOR,1
KOR-2015,2015,KOR,1
KOR-2016,2016,KOR,1
KOR-2017,2017,KOR,1
