COUNTRY_PERIOD_INDEX,YEAR,ISO3_COUNTRY_CODE,OECD_RATING,WB-WDI-NY.ADJ.DPEM.GN.ZS,IMF-FM-GGR_G01_GDP_PT,IMF-FM-G_X_G01_GDP_PT,WB-WDI-NY.GDP.PCAP.CD,Info-Country_Name,Legal_Systems-Civil_Law,Legal_Systems-Common_Law,Legal_Systems-Customary,Legal_Systems-Muslim,Legal_Systems-Mixed,Languages-Official_language,Languages-Regional_language,Languages-Minority_language,Languages-National_language,Languages-Widely_spoken,Geography-x_coord,Geography-y_coord,Geography-Region,Geography-Sub_Region,Geography-Intermediate_Region,Geography-Region_Code,Geography-Sub_Region_Code,Geography-Intermediate_Region_Code,Economy-Income_Group
MLI-2013,2013,MLI,7,2.7386117364884,17.3871656336016,19.759164362718,778.797052798816,MALI,1.0,0.0,1.0,0.0,1.0,French,Tamazight,,,,17.570692,-3.996166,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Low income
MLI-2014,2014,MLI,7,2.59884348093744,17.1312881600473,20.0177492774356,818.430341392215,MALI,1.0,0.0,1.0,0.0,1.0,French,Tamazight,,,,17.570692,-3.996166,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Low income
MLI-2015,2015,MLI,1,2.47235573934248,19.116879908803,20.9385804203976,723.504204947663,MALI,1.0,0.0,1.0,0.0,1.0,French,Tamazight,,,,17.570692,-3.996166,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Low income
MLI-2016,2016,MLI,1,2.5183533930942,18.3132704549116,22.2583350238753,750.051809102295,MALI,1.0,0.0,1.0,0.0,1.0,French,Tamazight,,,,17.570692,-3.996166,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Low income
MLI-2017,2017,MLI,1,2.49790887415673,20.0594418128571,22.9210512474909,795.682801553765,MALI,1.0,0.0,1.0,0.0,1.0,French,Tamazight,,,,17.570692,-3.996166,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Low income
MLI-2018,2018,MLI,1,2.43345574362149,15.5653841180771,20.3074601310774,856.356596550603,MALI,1.0,0.0,1.0,0.0,1.0,French,Tamazight,,,,17.570692,-3.996166,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Low income
MLI-2019,2019,MLI,1,2.40455561325669,21.465350143327,23.1493524437169,840.175746366299,MALI,1.0,0.0,1.0,0.0,1.0,French,Tamazight,,,,17.570692,-3.996166,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Low income
MLI-2020,2020,MLI,1,2.47719354190753,20.6947700971352,26.1148163109717,822.906136832132,MALI,1.0,0.0,1.0,0.0,1.0,French,Tamazight,,,,17.570692,-3.996166,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Low income
MLI-2021,2021,MLI,1,2.42073207165189,21.9936285057852,26.9062158418247,881.510088733585,MALI,1.0,0.0,1.0,0.0,1.0,French,Tamazight,,,,17.570692,-3.996166,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Low income
MLI-2022,2022,MLI,1,,19.6301663525332,24.3799886005805,831.223466645115,MALI,1.0,0.0,1.0,0.0,1.0,French,Tamazight,,,,17.570692,-3.996166,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Low income
MLI-2023,2023,MLI,1,,21.2713040702957,24.8441345083407,897.448670290571,MALI,1.0,0.0,1.0,0.0,1.0,French,Tamazight,,,,17.570692,-3.996166,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Low income
MLI-2024,2024,MLI,-,,22.1093064705185,24.6633031629087,,MALI,1.0,0.0,1.0,0.0,1.0,French,Tamazight,,,,17.570692,-3.996166,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Low income
MLI-2025,2025,MLI,-,,23.0574659984514,26.184654749016,,MALI,1.0,0.0,1.0,0.0,1.0,French,Tamazight,,,,17.570692,-3.996166,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Low income
MLI-2026,2026,MLI,-,,22.0008495447052,25.0008495447052,,MALI,1.0,0.0,1.0,0.0,1.0,French,Tamazight,,,,17.570692,-3.996166,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Low income
MLT-1999,1999,MLT,2,0.0839147154098218,,,10633.603104905,MALTA,1.0,1.0,0.0,0.0,1.0,Maltese/English,,,Maltese,,35.937496,14.375416,Europe,Southern Europe,Southern Europe,150.0,39.0,0.0,High income
MLT-2000,2000,MLT,3,0.0799291840010254,,,10432.328062168,MALTA,1.0,1.0,0.0,0.0,1.0,Maltese/English,,,Maltese,,35.937496,14.375416,Europe,Southern Europe,Southern Europe,150.0,39.0,0.0,High income
MLT-2001,2001,MLT,3,0.0820360111604133,37.9050966608084,44.4077328646749,10402.2333313615,MALTA,1.0,1.0,0.0,0.0,1.0,Maltese/English,,,Maltese,,35.937496,14.375416,Europe,Southern Europe,Southern Europe,150.0,39.0,0.0,High income
MLT-2002,2002,MLT,3,0.0790016931812624,37.9888888888889,43.6066666666667,11289.8897447166,MALTA,1.0,1.0,0.0,0.0,1.0,Maltese/English,,,Maltese,,35.937496,14.375416,Europe,Southern Europe,Southern Europe,150.0,39.0,0.0,High income
MLT-2003,2003,MLT,3,0.0725291109439629,36.5265059228766,45.568344114929,13669.4972171661,MALTA,1.0,1.0,0.0,0.0,1.0,Maltese/English,,,Maltese,,35.937496,14.375416,Europe,Southern Europe,Southern Europe,150.0,39.0,0.0,High income
MLT-2004,2004,MLT,3,0.0708061817482585,37.6762503315853,41.9552308853837,15197.056610121,MALTA,1.0,1.0,0.0,0.0,1.0,Maltese/English,,,Maltese,,35.937496,14.375416,Europe,Southern Europe,Southern Europe,150.0,39.0,0.0,High income
MLT-2005,2005,MLT,3,0.0748258732470279,39.714835923671,42.543134470618,15888.1724565995,MALTA,1.0,1.0,0.0,0.0,1.0,Maltese/English,,,Maltese,,35.937496,14.375416,Europe,Southern Europe,Southern Europe,150.0,39.0,0.0,High income
MLT-2006,2006,MLT,2,0.0749587530205887,40.0234174627365,42.4841095788574,16723.8842735356,MALTA,1.0,1.0,0.0,0.0,1.0,Maltese/English,,,Maltese,,35.937496,14.375416,Europe,Southern Europe,Southern Europe,150.0,39.0,0.0,High income
MLT-2007,2007,MLT,2,0.0722888087417029,39.1107957495414,41.1633380637569,19485.8711529324,MALTA,1.0,1.0,0.0,0.0,1.0,Maltese/English,,,Maltese,,35.937496,14.375416,Europe,Southern Europe,Southern Europe,150.0,39.0,0.0,High income
MLT-2008,2008,MLT,2,0.0710498660970237,38.0700404079276,42.1252645757168,22205.3567709304,MALTA,1.0,1.0,0.0,0.0,1.0,Maltese/English,,,Maltese,,35.937496,14.375416,Europe,Southern Europe,Southern Europe,150.0,39.0,0.0,High income
MLT-2009,2009,MLT,1,0.0819984675236896,38.0345754409403,41.1485916948964,21083.2770528363,MALTA,1.0,1.0,0.0,0.0,1.0,Maltese/English,,,Maltese,,35.937496,14.375416,Europe,Southern Europe,Southern Europe,150.0,39.0,0.0,High income
MLT-2010,2010,MLT,1,0.0853747919622077,37.843745901281,40.0647051108294,21798.9142935915,MALTA,1.0,1.0,0.0,0.0,1.0,Maltese/English,,,Maltese,,35.937496,14.375416,Europe,Southern Europe,Southern Europe,150.0,39.0,0.0,High income
MLT-2011,2011,MLT,1,0.0829609981401605,38.5081333181663,41.4941417358662,23155.103527089,MALTA,1.0,1.0,0.0,0.0,1.0,Maltese/English,,,Maltese,,35.937496,14.375416,Europe,Southern Europe,Southern Europe,150.0,39.0,0.0,High income
MLT-2012,2012,MLT,1,0.0775777537758215,38.3822448024601,41.6872785614012,22526.5370208632,MALTA,1.0,1.0,0.0,0.0,1.0,Maltese/English,,,Maltese,,35.937496,14.375416,Europe,Southern Europe,Southern Europe,150.0,39.0,0.0,High income
MLT-2013,2013,MLT,-,0.0713232108546381,37.8933254606736,40.0792186385219,24769.5962287121,MALTA,1.0,1.0,0.0,0.0,1.0,Maltese/English,,,Maltese,,35.937496,14.375416,Europe,Southern Europe,Southern Europe,150.0,39.0,0.0,High income
MLT-2014,2014,MLT,-,0.0664138007328577,38.0868301950048,39.5719953064759,26753.2733830814,MALTA,1.0,1.0,0.0,0.0,1.0,Maltese/English,,,Maltese,,35.937496,14.375416,Europe,Southern Europe,Southern Europe,150.0,39.0,0.0,High income
MLT-2015,2015,MLT,-,0.0562689600843588,37.0076506153756,37.8460876200912,24921.7141769982,MALTA,1.0,1.0,0.0,0.0,1.0,Maltese/English,,,Maltese,,35.937496,14.375416,Europe,Southern Europe,Southern Europe,150.0,39.0,0.0,High income
MLT-2016,2016,MLT,-,0.0523525058930753,36.5518257043712,35.4564951262392,25623.9416320597,MALTA,1.0,1.0,0.0,0.0,1.0,Maltese/English,,,Maltese,,35.937496,14.375416,Europe,Southern Europe,Southern Europe,150.0,39.0,0.0,High income
MLT-2017,2017,MLT,1,0.0463984979460441,36.1104685019584,32.7065899790199,28813.1853396512,MALTA,1.0,1.0,0.0,0.0,1.0,Maltese/English,,,Maltese,,35.937496,14.375416,Europe,Southern Europe,Southern Europe,150.0,39.0,0.0,High income
MLT-2018,2018,MLT,1,0.0450447269231264,36.3355898995511,34.4779436492039,31785.8848300917,MALTA,1.0,1.0,0.0,0.0,1.0,Maltese/English,,,Maltese,,35.937496,14.375416,Europe,Southern Europe,Southern Europe,150.0,39.0,0.0,High income
MLT-2019,2019,MLT,1,0.0452555009606668,35.6038700305601,34.8816653190994,31751.1811756369,MALTA,1.0,1.0,0.0,0.0,1.0,Maltese/English,,,Maltese,,35.937496,14.375416,Europe,Southern Europe,Southern Europe,150.0,39.0,0.0,High income
MLT-2020,2020,MLT,1,0.0498440798200962,33.3481822801022,42.0675302257272,29592.5714840718,MALTA,1.0,1.0,0.0,0.0,1.0,Maltese/English,,,Maltese,,35.937496,14.375416,Europe,Southern Europe,Southern Europe,150.0,39.0,0.0,High income
MLT-2021,2021,MLT,1,0.0438350884677795,32.5050071359183,39.4634269198019,34951.7081679971,MALTA,1.0,1.0,0.0,0.0,1.0,Maltese/English,,,Maltese,,35.937496,14.375416,Europe,Southern Europe,Southern Europe,150.0,39.0,0.0,High income
MLT-2022,2022,MLT,1,,32.4865900383142,37.7099069512863,34563.3966270232,MALTA,1.0,1.0,0.0,0.0,1.0,Maltese/English,,,Maltese,,35.937496,14.375416,Europe,Southern Europe,Southern Europe,150.0,39.0,0.0,High income
MLT-2023,2023,MLT,1,,31.9413477172929,36.5184456755625,37882.2651856816,MALTA,1.0,1.0,0.0,0.0,1.0,Maltese/English,,,Maltese,,35.937496,14.375416,Europe,Southern Europe,Southern Europe,150.0,39.0,0.0,High income
MLT-2024,2024,MLT,-,,33.3679429548114,37.1582678854335,,MALTA,1.0,1.0,0.0,0.0,1.0,Maltese/English,,,Maltese,,35.937496,14.375416,Europe,Southern Europe,Southern Europe,150.0,39.0,0.0,High income
MLT-2025,2025,MLT,-,,32.9103648400994,36.2582856022093,,MALTA,1.0,1.0,0.0,0.0,1.0,Maltese/English,,,Maltese,,35.937496,14.375416,Europe,Southern Europe,Southern Europe,150.0,39.0,0.0,High income
MLT-2026,2026,MLT,-,,32.5016585276102,35.6977119619428,,MALTA,1.0,1.0,0.0,0.0,1.0,Maltese/English,,,Maltese,,35.937496,14.375416,Europe,Southern Europe,Southern Europe,150.0,39.0,0.0,High income
MHL-1999,1999,MHL,-,,57.7220434094796,48.7148642193216,2105.5849167932,MARSHALL ISLANDS,0.0,1.0,0.0,0.0,0.0,English,,,Marshallese,,7.131474,171.184478,Oceania,Micronesia,Micronesia,9.0,57.0,0.0,Upper middle income
MHL-2000,2000,MHL,-,,64.3555675988885,56.5196245674094,2117.85317311493,MARSHALL ISLANDS,0.0,1.0,0.0,0.0,0.0,English,,,Marshallese,,7.131474,171.184478,Oceania,Micronesia,Micronesia,9.0,57.0,0.0,Upper middle income
MHL-2001,2001,MHL,-,,66.6504446762586,58.8181800798476,2249.57506349012,MARSHALL ISLANDS,0.0,1.0,0.0,0.0,0.0,English,,,Marshallese,,7.131474,171.184478,Oceania,Micronesia,Micronesia,9.0,57.0,0.0,Upper middle income
MHL-2002,2002,MHL,-,,60.3028857760345,55.182813339312,2421.4616888632,MARSHALL ISLANDS,0.0,1.0,0.0,0.0,0.0,English,,,Marshallese,,7.131474,171.184478,Oceania,Micronesia,Micronesia,9.0,57.0,0.0,Upper middle income
MHL-2003,2003,MHL,-,,63.4494760677728,52.906361915923,2406.33620839201,MARSHALL ISLANDS,0.0,1.0,0.0,0.0,0.0,English,,,Marshallese,,7.131474,171.184478,Oceania,Micronesia,Micronesia,9.0,57.0,0.0,Upper middle income
MHL-2004,2004,MHL,-,,52.9310826568685,54.5287671741197,2439.45723998159,MARSHALL ISLANDS,0.0,1.0,0.0,0.0,0.0,English,,,Marshallese,,7.131474,171.184478,Oceania,Micronesia,Micronesia,9.0,57.0,0.0,Upper middle income
MHL-2005,2005,MHL,-,,63.052874607278,85.335832416743,2536.30885821284,MARSHALL ISLANDS,0.0,1.0,0.0,0.0,0.0,English,,,Marshallese,,7.131474,171.184478,Oceania,Micronesia,Micronesia,9.0,57.0,0.0,Upper middle income
MHL-2006,2006,MHL,-,,61.4153360493377,61.1799835700944,2636.55762745611,MARSHALL ISLANDS,0.0,1.0,0.0,0.0,0.0,English,,,Marshallese,,7.131474,171.184478,Oceania,Micronesia,Micronesia,9.0,57.0,0.0,Upper middle income
MHL-2007,2007,MHL,-,,67.5148623970805,67.2492272182249,2777.76205282481,MARSHALL ISLANDS,0.0,1.0,0.0,0.0,0.0,English,,,Marshallese,,7.131474,171.184478,Oceania,Micronesia,Micronesia,9.0,57.0,0.0,Upper middle income
MHL-2008,2008,MHL,-,,67.965300047322,64.2809031200273,2716.81582429744,MARSHALL ISLANDS,0.0,1.0,0.0,0.0,0.0,English,,,Marshallese,,7.131474,171.184478,Oceania,Micronesia,Micronesia,9.0,57.0,0.0,Upper middle income
MHL-2009,2009,MHL,-,,64.5693535101521,63.0572271591196,2815.41356801422,MARSHALL ISLANDS,0.0,1.0,0.0,0.0,0.0,English,,,Marshallese,,7.131474,171.184478,Oceania,Micronesia,Micronesia,9.0,57.0,0.0,Upper middle income
MHL-2010,2010,MHL,-,,62.7344903559607,59.2215677645545,3007.14236561261,MARSHALL ISLANDS,0.0,1.0,0.0,0.0,0.0,English,,,Marshallese,,7.131474,171.184478,Oceania,Micronesia,Micronesia,9.0,57.0,0.0,Upper middle income
MHL-2011,2011,MHL,-,,58.048174481529,55.9149481272279,3247.89998088945,MARSHALL ISLANDS,0.0,1.0,0.0,0.0,0.0,English,,,Marshallese,,7.131474,171.184478,Oceania,Micronesia,Micronesia,9.0,57.0,0.0,Upper middle income
MHL-2012,2012,MHL,-,,52.4501344729641,53.2124598314215,3453.86430371952,MARSHALL ISLANDS,0.0,1.0,0.0,0.0,0.0,English,,,Marshallese,,7.131474,171.184478,Oceania,Micronesia,Micronesia,9.0,57.0,0.0,Upper middle income
MHL-2013,2013,MHL,-,,54.7741300041466,55.0048745312239,3618.49619492061,MARSHALL ISLANDS,0.0,1.0,0.0,0.0,0.0,English,,,Marshallese,,7.131474,171.184478,Oceania,Micronesia,Micronesia,9.0,57.0,0.0,Upper middle income
MHL-2014,2014,MHL,-,,52.3982914729329,49.2029138574131,3678.10539427642,MARSHALL ISLANDS,0.0,1.0,0.0,0.0,0.0,English,,,Marshallese,,7.131474,171.184478,Oceania,Micronesia,Micronesia,9.0,57.0,0.0,Upper middle income
MHL-2015,2015,MHL,-,,59.1069439880901,56.2945573122956,3708.21556179322,MARSHALL ISLANDS,0.0,1.0,0.0,0.0,0.0,English,,,Marshallese,,7.131474,171.184478,Oceania,Micronesia,Micronesia,9.0,57.0,0.0,Upper middle income
MHL-2016,2016,MHL,-,,60.6280386077976,56.7522659403988,4156.93912680937,MARSHALL ISLANDS,0.0,1.0,0.0,0.0,0.0,English,,,Marshallese,,7.131474,171.184478,Oceania,Micronesia,Micronesia,9.0,57.0,0.0,Upper middle income
MHL-2017,2017,MHL,-,,68.080272337426,63.7043347887613,4512.59276329667,MARSHALL ISLANDS,0.0,1.0,0.0,0.0,0.0,English,,,Marshallese,,7.131474,171.184478,Oceania,Micronesia,Micronesia,9.0,57.0,0.0,Upper middle income
MHL-2018,2018,MHL,-,,63.0031215042584,60.4505219729353,4771.35920442167,MARSHALL ISLANDS,0.0,1.0,0.0,0.0,0.0,English,,,Marshallese,,7.131474,171.184478,Oceania,Micronesia,Micronesia,9.0,57.0,0.0,Upper middle income
MHL-2019,2019,MHL,-,,63.7071896935602,65.5113296936162,5186.83384237084,MARSHALL ISLANDS,0.0,1.0,0.0,0.0,0.0,English,,,Marshallese,,7.131474,171.184478,Oceania,Micronesia,Micronesia,9.0,57.0,0.0,Upper middle income
MHL-2020,2020,MHL,-,,70.342906241707,67.8041980778873,5545.60026741253,MARSHALL ISLANDS,0.0,1.0,0.0,0.0,0.0,English,,,Marshallese,,7.131474,171.184478,Oceania,Micronesia,Micronesia,9.0,57.0,0.0,Upper middle income
MHL-2021,2021,MHL,-,,69.9756415746832,69.7945086450369,6130.4371365469,MARSHALL ISLANDS,0.0,1.0,0.0,0.0,0.0,English,,,Marshallese,,7.131474,171.184478,Oceania,Micronesia,Micronesia,9.0,57.0,0.0,Upper middle income
MHL-2022,2022,MHL,-,,68.4099214017087,67.7284229527745,6225.17922244115,MARSHALL ISLANDS,0.0,1.0,0.0,0.0,0.0,English,,,Marshallese,,7.131474,171.184478,Oceania,Micronesia,Micronesia,9.0,57.0,0.0,Upper middle income
MHL-2023,2023,MHL,-,,66.6769443976326,65.9888316761868,6762.54881417278,MARSHALL ISLANDS,0.0,1.0,0.0,0.0,0.0,English,,,Marshallese,,7.131474,171.184478,Oceania,Micronesia,Micronesia,9.0,57.0,0.0,Upper middle income
MHL-2024,2024,MHL,-,,72.3645889996039,71.7756033757162,,MARSHALL ISLANDS,0.0,1.0,0.0,0.0,0.0,English,,,Marshallese,,7.131474,171.184478,Oceania,Micronesia,Micronesia,9.0,57.0,0.0,Upper middle income
MHL-2025,2025,MHL,-,,72.4340608185552,71.9240681401171,,MARSHALL ISLANDS,0.0,1.0,0.0,0.0,0.0,English,,,Marshallese,,7.131474,171.184478,Oceania,Micronesia,Micronesia,9.0,57.0,0.0,Upper middle income
MHL-2026,2026,MHL,-,,77.4971197729806,77.4253590855187,,MARSHALL ISLANDS,0.0,1.0,0.0,0.0,0.0,English,,,Marshallese,,7.131474,171.184478,Oceania,Micronesia,Micronesia,9.0,57.0,0.0,Upper middle income
MRT-1999,1999,MRT,7,3.09691445842571,13.1174740850474,,757.809066486217,MAURITANIA,1.0,0.0,0.0,1.0,1.0,Arabic,,,Arabic/Fula/Soninke/Wolof,French,21.00789,-10.940835,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Lower middle income
MRT-2000,2000,MRT,7,3.24703183949873,15.0066003420826,,660.303861060692,MAURITANIA,1.0,0.0,0.0,1.0,1.0,Arabic,,,Arabic/Fula/Soninke/Wolof,French,21.00789,-10.940835,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Lower middle income
MRT-2001,2001,MRT,7,3.28806665768465,15.8484739949785,,632.214141751138,MAURITANIA,1.0,0.0,0.0,1.0,1.0,Arabic,,,Arabic/Fula/Soninke/Wolof,French,21.00789,-10.940835,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Lower middle income
MRT-2002,2002,MRT,7,3.00375636665646,22.4833228782265,,629.781901660249,MAURITANIA,1.0,0.0,0.0,1.0,1.0,Arabic,,,Arabic/Fula/Soninke/Wolof,French,21.00789,-10.940835,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Lower middle income
MRT-2003,2003,MRT,7,2.67984314809044,22.1837669007366,,711.382482153206,MAURITANIA,1.0,0.0,0.0,1.0,1.0,Arabic,,,Arabic/Fula/Soninke/Wolof,French,21.00789,-10.940835,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Lower middle income
MRT-2004,2004,MRT,7,2.46934220292302,20.8046774183465,,801.778683129563,MAURITANIA,1.0,0.0,0.0,1.0,1.0,Arabic,,,Arabic/Fula/Soninke/Wolof,French,21.00789,-10.940835,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Lower middle income
MRT-2005,2005,MRT,7,2.27699005667949,18.1613845926491,21.3193835917705,974.657585946703,MAURITANIA,1.0,0.0,0.0,1.0,1.0,Arabic,,,Arabic/Fula/Soninke/Wolof,French,21.00789,-10.940835,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Lower middle income
MRT-2006,2006,MRT,7,1.99359144499704,21.0452068476021,18.9956122046901,1272.08243396613,MAURITANIA,1.0,0.0,0.0,1.0,1.0,Arabic,,,Arabic/Fula/Soninke/Wolof,French,21.00789,-10.940835,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Lower middle income
MRT-2007,2007,MRT,7,1.94823274289124,18.2770049348508,19.6589127332031,1378.21510363371,MAURITANIA,1.0,0.0,0.0,1.0,1.0,Arabic,,,Arabic/Fula/Soninke/Wolof,French,21.00789,-10.940835,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Lower middle income
MRT-2008,2008,MRT,7,1.85541535580197,16.4935182432267,19.8146108004151,1610.2369793316,MAURITANIA,1.0,0.0,0.0,1.0,1.0,Arabic,,,Arabic/Fula/Soninke/Wolof,French,21.00789,-10.940835,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Lower middle income
MRT-2009,2009,MRT,7,1.81097373499985,16.0422327714729,19.6341530451361,1418.94084292347,MAURITANIA,1.0,0.0,0.0,1.0,1.0,Arabic,,,Arabic/Fula/Soninke/Wolof,French,21.00789,-10.940835,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Lower middle income
MRT-2010,2010,MRT,7,1.71209331717474,16.8710584065777,17.3219014255925,1646.13042756814,MAURITANIA,1.0,0.0,0.0,1.0,1.0,Arabic,,,Arabic/Fula/Soninke/Wolof,French,21.00789,-10.940835,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Lower middle income
MRT-2011,2011,MRT,7,1.60430137439543,17.110707163952,17.036261848985,1919.45227079679,MAURITANIA,1.0,0.0,0.0,1.0,1.0,Arabic,,,Arabic/Fula/Soninke/Wolof,French,21.00789,-10.940835,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Lower middle income
MRT-2012,2012,MRT,7,1.54515370003715,23.2098776882474,21.5439080352491,1850.38496774479,MAURITANIA,1.0,0.0,0.0,1.0,1.0,Arabic,,,Arabic/Fula/Soninke/Wolof,French,21.00789,-10.940835,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Lower middle income
MRT-2013,2013,MRT,7,1.46325202772536,19.4476962938345,20.1092657930079,1929.7756392353,MAURITANIA,1.0,0.0,0.0,1.0,1.0,Arabic,,,Arabic/Fula/Soninke/Wolof,French,21.00789,-10.940835,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Lower middle income
MRT-2014,2014,MRT,7,1.36820818163795,21.2569934567056,23.8965221672268,1715.38883792802,MAURITANIA,1.0,0.0,0.0,1.0,1.0,Arabic,,,Arabic/Fula/Soninke/Wolof,French,21.00789,-10.940835,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Lower middle income
MRT-2015,2015,MRT,7,1.27486519694556,23.2135322457754,25.6560644669172,1562.72683648828,MAURITANIA,1.0,0.0,0.0,1.0,1.0,Arabic,,,Arabic/Fula/Soninke/Wolof,French,21.00789,-10.940835,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Lower middle income
MRT-2016,2016,MRT,7,1.1966552420877,20.9674523441287,20.8354099790085,1579.20071673512,MAURITANIA,1.0,0.0,0.0,1.0,1.0,Arabic,,,Arabic/Fula/Soninke/Wolof,French,21.00789,-10.940835,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Lower middle income
MRT-2017,2017,MRT,7,1.11008916294603,20.829309704893,20.2985686067279,1634.64215833074,MAURITANIA,1.0,0.0,0.0,1.0,1.0,Arabic,,,Arabic/Fula/Soninke/Wolof,French,21.00789,-10.940835,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Lower middle income
MRT-2018,2018,MRT,7,1.01588736544631,22.2164379477566,18.9899210191063,1749.95423645373,MAURITANIA,1.0,0.0,0.0,1.0,1.0,Arabic,,,Arabic/Fula/Soninke/Wolof,French,21.00789,-10.940835,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Lower middle income
MRT-2019,2019,MRT,7,0.95905077910409,20.4733090938404,17.8254912148365,1800.87518658218,MAURITANIA,1.0,0.0,0.0,1.0,1.0,Arabic,,,Arabic/Fula/Soninke/Wolof,French,21.00789,-10.940835,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Lower middle income
MRT-2020,2020,MRT,7,0.947939542332893,21.3159955643061,18.5322793171573,1836.29241098592,MAURITANIA,1.0,0.0,0.0,1.0,1.0,Arabic,,,Arabic/Fula/Soninke/Wolof,French,21.00789,-10.940835,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Lower middle income
MRT-2021,2021,MRT,7,0.903729151271987,23.378135922468,20.7798508962199,1998.39400265586,MAURITANIA,1.0,0.0,0.0,1.0,1.0,Arabic,,,Arabic/Fula/Soninke/Wolof,French,21.00789,-10.940835,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Lower middle income
MRT-2022,2022,MRT,7,,25.6066781665609,28.7015643609145,2057.38039245817,MAURITANIA,1.0,0.0,0.0,1.0,1.0,Arabic,,,Arabic/Fula/Soninke/Wolof,French,21.00789,-10.940835,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Lower middle income
MRT-2023,2023,MRT,7,,22.4969605602842,24.9629516929787,2149.41408725335,MAURITANIA,1.0,0.0,0.0,1.0,1.0,Arabic,,,Arabic/Fula/Soninke/Wolof,French,21.00789,-10.940835,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Lower middle income
MRT-2024,2024,MRT,-,,24.0133927144422,24.1383773726177,,MAURITANIA,1.0,0.0,0.0,1.0,1.0,Arabic,,,Arabic/Fula/Soninke/Wolof,French,21.00789,-10.940835,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Lower middle income
MRT-2025,2025,MRT,-,,24.2639268580665,25.5319336882908,,MAURITANIA,1.0,0.0,0.0,1.0,1.0,Arabic,,,Arabic/Fula/Soninke/Wolof,French,21.00789,-10.940835,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Lower middle income
MRT-2026,2026,MRT,-,,25.0611210283293,26.172686805072,,MAURITANIA,1.0,0.0,0.0,1.0,1.0,Arabic,,,Arabic/Fula/Soninke/Wolof,French,21.00789,-10.940835,Africa,Sub-Saharan Africa,Western Africa,2.0,202.0,11.0,Lower middle income
MUS-1999,1999,MUS,2,0.263269295973481,,27.4608505517915,3745.69625069831,MAURITIUS,1.0,1.0,0.0,0.0,1.0,English,,,French,,-20.348404,57.552152,Africa,Sub-Saharan Africa,Eastern Africa,2.0,202.0,14.0,Upper middle income
MUS-2000,2000,MUS,3,0.236821465428144,,22.2328739541282,3981.98343249582,MAURITIUS,1.0,1.0,0.0,0.0,1.0,English,,,French,,-20.348404,57.552152,Africa,Sub-Saharan Africa,Eastern Africa,2.0,202.0,14.0,Upper middle income
