index,Provider Id,Provider Name,Provider Region,Dataset Id,Dataset Name,Subgroup 1 Id,Subgroup 1 Name,Subgroup 2 Id,Subgroup 2 Name
1342,ILO,International Labour Organization,World,EMP_TEMP_SEX_STE_MJH_NB,"Employment by sex, status in employment and multiple job holding (thousands)",EMP,Employment,,
1343,ILO,International Labour Organization,World,EMP_TEMP_SEX_HOW_DSB_NB,"Employment by sex, weekly hours actually worked and disability status (thousands)",EMP,Employment,,
1344,ILO,International Labour Organization,World,EMP_TEMP_SEX_HOW_EDU_NB,"Employment by sex, weekly hours actually worked and education (thousands)",EMP,Employment,,
1345,ILO,International Labour Organization,World,EMP_DWAP_SEX_DSB_RT,Employment-to-population ratio by sex and disability status (%),EMP,Employment,,
1346,ILO,International Labour Organization,World,EMP_DWAP_SEX_MTS_DSB_RT,"Employment-to-population ratio by sex, marital status and disability status (%)",EMP,Employment,,
1347,ILO,International Labour Organization,World,EMP_DWAP_SEX_GEO_DSB_RT,"Employment-to-population ratio by sex, rural / urban areas and disability status (%)",EMP,Employment,,
1348,ILO,International Labour Organization,World,EMP_TEMP_SEX_INS_DSB_NB,"Employment by sex, public/private sector and disability status (thousands)",EMP,Employment,,
1349,ILO,International Labour Organization,World,EMP_TEMP_SEX_INS_MTS_NB,"Employment by sex, public/private sector and marital status (thousands)",EMP,Employment,,
1350,ILO,International Labour Organization,World,EMP_TEMP_SEX_EDU_EC2_NB,"Employment by sex, education and economic activity - ISIC level 2 (thousands)",EMP,Employment,,
1351,ILO,International Labour Organization,World,EMP_TEMP_SEX_EST_EC2_NB,"Employment by sex, establishment size and economic activity - ISIC level 2 (thousands)",EMP,Employment,,
1352,ILO,International Labour Organization,World,EMP_TEMP_SEX_IFL_EC2_NB,"Employment by sex, informal / formal economy and economic activity - ISIC level 2 (thousands)",EMP,Employment,,
1353,ILO,International Labour Organization,World,EMP_TEMP_SEX_OCU_EC2_NB,"Employment by sex, occupation and economic activity - ISIC level 2 (thousands)",EMP,Employment,,
1354,ILO,International Labour Organization,World,EMP_TEMP_SEX_STE_EC2_NB,"Employment by sex, status in employment and economic activity - ISIC level 2 (thousands)",EMP,Employment,,
1355,ILO,International Labour Organization,World,EMP_2FTE_SEX_JOB_NB,"Full-time equivalent employment by sex -- ILO modelled estimates, Nov. 2023 (thousands)",EMP,Employment,,
1356,ILO,International Labour Organization,World,EMP_5EMP_SEX_STE_NB,Employment by sex and status in employment -- 19th ICLS (thousands),EMP,Employment,,
1359,ILO,International Labour Organization,World,ILR_CBCT_NOC_RT,Collective bargaining coverage rate (%),IR,Industrial relations,,
1360,ILO,International Labour Organization,World,STR_DAYS_ECO_NB,Days not worked due to strikes and lockouts by economic activity,IR,Industrial relations,,
1361,ILO,International Labour Organization,World,STR_DAYS_ECO_RT,Days not worked per 1000 workers due to strikes and lockouts by economic activity (per 1000 workers),IR,Industrial relations,,
1362,ILO,International Labour Organization,World,STR_TSTR_ECO_NB,Number of strikes and lockouts by economic activity,IR,Industrial relations,,
1363,ILO,International Labour Organization,World,SDG_0882_NOC_RT,SDG indicator 8.8.2 - Level of national compliance with labour rights (freedom of association and collective bargaining) based on ILO textual sources and national legislation,IR,Industrial relations,,
1364,ILO,International Labour Organization,World,ILR_TUMT_NOC_RT,Trade union density rate (%),IR,Industrial relations,,
1365,ILO,International Labour Organization,World,STR_WORK_ECO_NB,Workers involved in strikes and lockouts by economic activity (thousands),IR,Industrial relations,,
1384,ILO,International Labour Organization,World,EMP_5NIF_SEX_AGE_RT,Informal employment rate by sex and age -- 19th ICLS (%),IFL,Informal sector and informal employment,,
1385,ILO,International Labour Organization,World,EMP_5NIF_SEX_AGE_NB,Informal employment by sex and age -- 19th ICLS (thousands),IFL,Informal sector and informal employment,,
1386,ILO,International Labour Organization,World,EMP_5PIF_SEX_AGE_NB,Employment outside the formal sector by sex and age -- 19th ICLS (thousands),IFL,Informal sector and informal employment,,
1387,ILO,International Labour Organization,World,EMP_5PIF_SEX_AGE_RT,Share of employment outside the formal sector by sex and age -- 19th ICLS (%),IFL,Informal sector and informal employment,,
1388,ILO,International Labour Organization,World,EMP_PIFL_SEX_EDU_NB,Employment outside the formal sector by sex and education (thousands),IFL,Informal sector and informal employment,,
1389,ILO,International Labour Organization,World,EMP_PIFL_SEX_MTS_NB,Employment outside the formal sector by sex and marital status (thousands),IFL,Informal sector and informal employment,,
1390,ILO,International Labour Organization,World,EMP_PIFL_SEX_GEO_NB,Employment outside the formal sector by sex and rural / urban areas (thousands),IFL,Informal sector and informal employment,,
1391,ILO,International Labour Organization,World,EMP_PIFL_SEX_HOW_NB,Employment outside the formal sector by sex and weekly hours actually worked (thousands),IFL,Informal sector and informal employment,,
1392,ILO,International Labour Organization,World,EMP_NIFL_SEX_EDU_NB,Informal employment by sex and education (thousands),IFL,Informal sector and informal employment,,
1393,ILO,International Labour Organization,World,EMP_NIFL_SEX_MTS_NB,Informal employment by sex and marital status (thousands),IFL,Informal sector and informal employment,,
1394,ILO,International Labour Organization,World,EMP_NIFL_SEX_GEO_NB,Informal employment by sex and rural / urban areas (thousands),IFL,Informal sector and informal employment,,
1395,ILO,International Labour Organization,World,EMP_NIFL_SEX_HOW_NB,Informal employment by sex and weekly hours actually worked (thousands),IFL,Informal sector and informal employment,,
1396,ILO,International Labour Organization,World,EMP_NIFL_SEX_EDU_RT,Informal employment rate by sex and education (%),IFL,Informal sector and informal employment,,
1397,ILO,International Labour Organization,World,EMP_NIFL_SEX_MTS_RT,Informal employment rate by sex and marital status (%),IFL,Informal sector and informal employment,,
1399,ILO,International Labour Organization,World,EMP_PIFL_SEX_EDU_RT,Share of employment outside the formal sector by sex and education (%),IFL,Informal sector and informal employment,,
1400,ILO,International Labour Organization,World,EMP_PIFL_SEX_MTS_RT,Share of employment outside the formal sector by sex and marital status (%),IFL,Informal sector and informal employment,,
1401,ILO,International Labour Organization,World,EMP_NIFL_SEX_GEO_RT,Informal employment rate by sex and rural / urban areas (%),IFL,Informal sector and informal employment,,
1402,ILO,International Labour Organization,World,EMP_PIFL_SEX_GEO_RT,Share of employment outside the formal sector by sex and rural / urban areas (%),IFL,Informal sector and informal employment,,
1403,ILO,International Labour Organization,World,EMP_PIFL_SEX_DSB_NB,Employment outside the formal sector by sex and disability status (thousands),IFL,Informal sector and informal employment,,
1404,ILO,International Labour Organization,World,EMP_PIFL_SEX_EST_NB,Employment outside the formal sector by sex and establishment size (thousands),IFL,Informal sector and informal employment,,
1405,ILO,International Labour Organization,World,EMP_PIFL_SEX_OCU_NB,Employment outside the formal sector by sex and occupation (thousands),IFL,Informal sector and informal employment,,
1406,ILO,International Labour Organization,World,EMP_NIFL_SEX_EST_NB,Informal employment by sex and establishment size (thousands),IFL,Informal sector and informal employment,,
1407,ILO,International Labour Organization,World,EMP_NIFL_SEX_OCU_NB,Informal employment by sex and occupation (thousands),IFL,Informal sector and informal employment,,
1408,ILO,International Labour Organization,World,EMP_NIFL_SEX_EST_RT,Informal employment rate by sex and establishment size (%),IFL,Informal sector and informal employment,,
1409,ILO,International Labour Organization,World,EMP_NIFL_SEX_OCU_RT,Informal employment rate by sex and occupation (%),IFL,Informal sector and informal employment,,
1410,ILO,International Labour Organization,World,EMP_NIFL_SEX_HOW_RT,Informal employment rate by sex and weekly hours actually worked (%),IFL,Informal sector and informal employment,,
1411,ILO,International Labour Organization,World,EMP_PIFL_SEX_EST_RT,Share of employment outside the formal sector by sex and establishment size (%),IFL,Informal sector and informal employment,,
1412,ILO,International Labour Organization,World,EMP_PIFL_SEX_OCU_RT,Share of employment outside the formal sector by sex and occupation (%),IFL,Informal sector and informal employment,,
1413,ILO,International Labour Organization,World,EMP_PIFL_SEX_HOW_RT,Share of employment outside the formal sector by sex and weekly hours actually worked (%),IFL,Informal sector and informal employment,,
1414,ILO,International Labour Organization,World,EMP_2NIF_SEX_NB,"Informal employment by sex -- ILO modelled estimates, Nov. 2023 (thousands)",IFL,Informal sector and informal employment,,
1415,ILO,International Labour Organization,World,EMP_2NIF_SEX_RT,"Informal employment rate by sex -- ILO modelled estimates, Nov. 2023 (%)",IFL,Informal sector and informal employment,,
1416,ILO,International Labour Organization,World,EMP_NIFL_SEX_ECO_GEO_NB,"Informal employment by sex, economic activity and rural / urban areas (thousands)",IFL,Informal sector and informal employment,,
1417,ILO,International Labour Organization,World,EMP_NIFL_SEX_ECO_GEO_RT,"Informal employment rate by sex, economic activity and rural / urban areas (%)",IFL,Informal sector and informal employment,,
1418,ILO,International Labour Organization,World,EMP_PIFL_AGE_EC2_NB,Employment outside the formal sector by age and economic activity - ISIC level 2 (thousands),IFL,Informal sector and informal employment,,
1419,ILO,International Labour Organization,World,EMP_PIFL_AGE_OC2_NB,Employment outside the formal sector by age and occupation - ISCO level 2 (thousands),IFL,Informal sector and informal employment,,
1420,ILO,International Labour Organization,World,EMP_PIFL_ECO_OCU_NB,Employment outside the formal sector by economic activity and occupation (thousands),IFL,Informal sector and informal employment,,
1421,ILO,International Labour Organization,World,EMP_PIFL_SEX_EC2_NB,Employment outside the formal sector by sex and economic activity - ISIC level 2 (thousands),IFL,Informal sector and informal employment,,
1422,ILO,International Labour Organization,World,EMP_PIFL_SEX_INS_NB,Employment outside the formal sector by sex and public/private sector (thousands),IFL,Informal sector and informal employment,,
1423,ILO,International Labour Organization,World,EMP_PIFL_SEX_OC2_NB,Employment outside the formal sector by sex and occupation - ISCO level 2 (thousands),IFL,Informal sector and informal employment,,
1424,ILO,International Labour Organization,World,EMP_PIFL_SEX_AGE_DSB_NB,"Employment outside the formal sector by sex, age and disability status (thousands)",IFL,Informal sector and informal employment,,
1425,ILO,International Labour Organization,World,EMP_PIFL_SEX_AGE_ECO_NB,"Employment outside the formal sector by sex, age and economic activity (thousands)",IFL,Informal sector and informal employment,,
1426,ILO,International Labour Organization,World,EMP_PIFL_SEX_AGE_EDU_NB,"Employment outside the formal sector by sex, age and education (thousands)",IFL,Informal sector and informal employment,,
1427,ILO,International Labour Organization,World,EMP_PIFL_SEX_AGE_INS_NB,"Employment outside the formal sector by sex, age and public/private sector (thousands)",IFL,Informal sector and informal employment,,
1428,ILO,International Labour Organization,World,EMP_PIFL_SEX_AGE_JOB_NB,"Employment outside the formal sector by sex, age and working time arrangement (thousands)",IFL,Informal sector and informal employment,,
1429,ILO,International Labour Organization,World,EMP_PIFL_SEX_AGE_MTS_NB,"Employment outside the formal sector by sex, age and marital status (thousands)",IFL,Informal sector and informal employment,,
1430,ILO,International Labour Organization,World,EMP_PIFL_SEX_AGE_OCU_NB,"Employment outside the formal sector by sex, age and occupation (thousands)",IFL,Informal sector and informal employment,,
1431,ILO,International Labour Organization,World,EMP_PIFL_SEX_AGE_GEO_NB,"Employment outside the formal sector by sex, age and rural / urban areas (thousands)",IFL,Informal sector and informal employment,,
1432,ILO,International Labour Organization,World,EMP_PIFL_SEX_ECO_DSB_NB,"Employment outside the formal sector by sex, economic activity and disability status (thousands)",IFL,Informal sector and informal employment,,
1433,ILO,International Labour Organization,World,EMP_PIFL_SEX_ECO_EDU_NB,"Employment outside the formal sector by sex, economic activity and education (thousands)",IFL,Informal sector and informal employment,,
1434,ILO,International Labour Organization,World,EMP_PIFL_SEX_ECO_EST_NB,"Employment outside the formal sector by sex, economic activity and establishment size (thousands)",IFL,Informal sector and informal employment,,
1435,ILO,International Labour Organization,World,EMP_PIFL_SEX_ECO_INS_NB,"Employment outside the formal sector by sex, economic activity and public/private sector (thousands)",IFL,Informal sector and informal employment,,
1436,ILO,International Labour Organization,World,EMP_PIFL_SEX_ECO_MTS_NB,"Employment outside the formal sector by sex, economic activity and marital status (thousands)",IFL,Informal sector and informal employment,,
1437,ILO,International Labour Organization,World,EMP_PIFL_SEX_ECO_GEO_NB,"Employment outside the formal sector by sex, economic activity and rural / urban areas (thousands)",IFL,Informal sector and informal employment,,
1438,ILO,International Labour Organization,World,EMP_PIFL_SEX_EDU_DSB_NB,"Employment outside the formal sector by sex, education and disability status (thousands)",IFL,Informal sector and informal employment,,
1439,ILO,International Labour Organization,World,EMP_PIFL_SEX_EDU_MTS_NB,"Employment outside the formal sector by sex, education and marital status (thousands)",IFL,Informal sector and informal employment,,
1440,ILO,International Labour Organization,World,EMP_PIFL_SEX_EDU_GEO_NB,"Employment outside the formal sector by sex, education and rural / urban areas (thousands)",IFL,Informal sector and informal employment,,
1441,ILO,International Labour Organization,World,EMP_PIFL_SEX_EST_DSB_NB,"Employment outside the formal sector by sex, establishment size and disability status (thousands)",IFL,Informal sector and informal employment,,
1442,ILO,International Labour Organization,World,EMP_PIFL_SEX_EST_MTS_NB,"Employment outside the formal sector by sex, establishment size and marital status (thousands)",IFL,Informal sector and informal employment,,
1443,ILO,International Labour Organization,World,EMP_PIFL_SEX_EST_GEO_NB,"Employment outside the formal sector by sex, establishment size and rural / urban areas (thousands)",IFL,Informal sector and informal employment,,
1444,ILO,International Labour Organization,World,EMP_PIFL_SEX_INS_DSB_NB,"Employment outside the formal sector by sex, public/private sector and disability status (thousands)",IFL,Informal sector and informal employment,,
1445,ILO,International Labour Organization,World,EMP_PIFL_SEX_INS_MTS_NB,"Employment outside the formal sector by sex, public/private sector and marital status (thousands)",IFL,Informal sector and informal employment,,
1446,ILO,International Labour Organization,World,EMP_PIFL_SEX_INS_GEO_NB,"Employment outside the formal sector by sex, public/private sector and rural/urban areas (thousands)",IFL,Informal sector and informal employment,,
1447,ILO,International Labour Organization,World,EMP_PIFL_SEX_MTS_DSB_NB,"Employment outside the formal sector by sex, marital status and disability status (thousands)",IFL,Informal sector and informal employment,,
1448,ILO,International Labour Organization,World,EMP_PIFL_SEX_OCU_DSB_NB,"Employment outside the formal sector by sex, occupation and disability status (thousands)",IFL,Informal sector and informal employment,,
1449,ILO,International Labour Organization,World,EMP_PIFL_SEX_OCU_EDU_NB,"Employment outside the formal sector by sex, occupation and education (thousands)",IFL,Informal sector and informal employment,,
1450,ILO,International Labour Organization,World,EMP_PIFL_SEX_OCU_EST_NB,"Employment outside the formal sector by sex, occupation and establishment size (thousands)",IFL,Informal sector and informal employment,,
1451,ILO,International Labour Organization,World,EMP_PIFL_SEX_OCU_INS_NB,"Employment outside the formal sector by sex, occupation and public/private sector (thousands)",IFL,Informal sector and informal employment,,
1452,ILO,International Labour Organization,World,EMP_PIFL_SEX_OCU_MTS_NB,"Employment outside the formal sector by sex, occupation and marital status (thousands)",IFL,Informal sector and informal employment,,
1453,ILO,International Labour Organization,World,EMP_PIFL_SEX_OCU_GEO_NB,"Employment outside the formal sector by sex, occupation and rural / urban areas (thousands)",IFL,Informal sector and informal employment,,
1454,ILO,International Labour Organization,World,EMP_PIFL_SEX_GEO_DSB_NB,"Employment outside the formal sector by sex, rural / urban areas and disability status (thousands)",IFL,Informal sector and informal employment,,
1455,ILO,International Labour Organization,World,EMP_PIFL_SEX_GEO_MTS_NB,"Employment outside the formal sector by sex, rural / urban areas and marital status (thousands)",IFL,Informal sector and informal employment,,
1456,ILO,International Labour Organization,World,EMP_NIFL_AGE_EC2_NB,Informal employment by age and economic activity - ISIC level 2 (thousands),IFL,Informal sector and informal employment,,
1457,ILO,International Labour Organization,World,EMP_NIFL_AGE_OC2_NB,Informal employment by age and occupation - ISCO level 2 (thousands),IFL,Informal sector and informal employment,,
1458,ILO,International Labour Organization,World,EMP_NIFL_ECO_OCU_NB,Informal employment by economic activity and occupation (thousands),IFL,Informal sector and informal employment,,
1459,ILO,International Labour Organization,World,EMP_NIFL_SEX_EC2_NB,Informal employment by sex and economic activity - ISIC level 2 (thousands),IFL,Informal sector and informal employment,,
1460,ILO,International Labour Organization,World,EMP_NIFL_SEX_INS_NB,Informal employment by sex and public/private sector (thousands),IFL,Informal sector and informal employment,,
1461,ILO,International Labour Organization,World,EMP_NIFL_SEX_OC2_NB,Informal employment by sex and occupation - ISCO level 2 (thousands),IFL,Informal sector and informal employment,,
1462,ILO,International Labour Organization,World,EMP_NIFL_SEX_AGE_DSB_NB,"Informal employment by sex, age and disability status (thousands)",IFL,Informal sector and informal employment,,
1463,ILO,International Labour Organization,World,EMP_NIFL_SEX_AGE_ECO_NB,"Informal employment by sex, age and economic activity (thousands)",IFL,Informal sector and informal employment,,
1464,ILO,International Labour Organization,World,EMP_NIFL_SEX_AGE_EDU_NB,"Informal employment by sex, age and education (thousands)",IFL,Informal sector and informal employment,,
1465,ILO,International Labour Organization,World,EMP_NIFL_SEX_AGE_INS_NB,"Informal employment by sex, age and public/private sector (thousands)",IFL,Informal sector and informal employment,,
1466,ILO,International Labour Organization,World,EMP_NIFL_SEX_AGE_JOB_NB,"Informal employment by sex, age and working time arrangement (thousands)",IFL,Informal sector and informal employment,,
1467,ILO,International Labour Organization,World,EMP_NIFL_SEX_AGE_MTS_NB,"Informal employment by sex, age and marital status (thousands)",IFL,Informal sector and informal employment,,
1468,ILO,International Labour Organization,World,EMP_NIFL_SEX_AGE_OCU_NB,"Informal employment by sex, age and occupation (thousands)",IFL,Informal sector and informal employment,,
1469,ILO,International Labour Organization,World,EMP_NIFL_SEX_AGE_GEO_NB,"Informal employment by sex, age and rural / urban areas (thousands)",IFL,Informal sector and informal employment,,
1470,ILO,International Labour Organization,World,EMP_NIFL_SEX_ECO_DSB_NB,"Informal employment by sex, economic activity and disability status (thousands)",IFL,Informal sector and informal employment,,
1471,ILO,International Labour Organization,World,EMP_NIFL_SEX_ECO_EDU_NB,"Informal employment by sex, economic activity and education (thousands)",IFL,Informal sector and informal employment,,
1472,ILO,International Labour Organization,World,EMP_NIFL_SEX_ECO_EST_NB,"Informal employment by sex, economic activity and establishment size (thousands)",IFL,Informal sector and informal employment,,
1473,ILO,International Labour Organization,World,EMP_NIFL_SEX_ECO_INS_NB,"Informal employment by sex, economic activity and public/private sector (thousands)",IFL,Informal sector and informal employment,,
1474,ILO,International Labour Organization,World,EMP_NIFL_SEX_ECO_MTS_NB,"Informal employment by sex, economic activity and marital status (thousands)",IFL,Informal sector and informal employment,,
1475,ILO,International Labour Organization,World,EMP_NIFL_SEX_EDU_DSB_NB,"Informal employment by sex, education and disability status (thousands)",IFL,Informal sector and informal employment,,
1476,ILO,International Labour Organization,World,EMP_NIFL_SEX_EDU_MTS_NB,"Informal employment by sex, education and marital status (thousands)",IFL,Informal sector and informal employment,,
1477,ILO,International Labour Organization,World,EMP_NIFL_SEX_EDU_GEO_NB,"Informal employment by sex, education and rural / urban areas (thousands)",IFL,Informal sector and informal employment,,
1478,ILO,International Labour Organization,World,EMP_NIFL_SEX_EST_DSB_NB,"Informal employment by sex, establishment size and disability status (thousands)",IFL,Informal sector and informal employment,,
1479,ILO,International Labour Organization,World,EMP_NIFL_SEX_EST_MTS_NB,"Informal employment by sex, establishment size and marital status (thousands)",IFL,Informal sector and informal employment,,
1480,ILO,International Labour Organization,World,EMP_NIFL_SEX_EST_GEO_NB,"Informal employment by sex, establishment size and rural / urban areas (thousands)",IFL,Informal sector and informal employment,,
1481,ILO,International Labour Organization,World,EMP_NIFL_SEX_INS_DSB_NB,"Informal employment by sex, public/private sector and disability status (thousands)",IFL,Informal sector and informal employment,,
1482,ILO,International Labour Organization,World,EMP_NIFL_SEX_INS_MTS_NB,"Informal employment by sex, public/private sector and marital status (thousands)",IFL,Informal sector and informal employment,,
1483,ILO,International Labour Organization,World,EMP_NIFL_SEX_INS_GEO_NB,"Informal employment by sex, public/private sector and rural/urban areas (thousands)",IFL,Informal sector and informal employment,,
1484,ILO,International Labour Organization,World,EMP_NIFL_SEX_MTS_DSB_NB,"Informal employment by sex, marital status and disability status (thousands)",IFL,Informal sector and informal employment,,
1485,ILO,International Labour Organization,World,EMP_NIFL_SEX_OCU_DSB_NB,"Informal employment by sex, occupation and disability status (thousands)",IFL,Informal sector and informal employment,,
1486,ILO,International Labour Organization,World,EMP_NIFL_SEX_OCU_EDU_NB,"Informal employment by sex, occupation and education (thousands)",IFL,Informal sector and informal employment,,
1487,ILO,International Labour Organization,World,EMP_NIFL_SEX_OCU_EST_NB,"Informal employment by sex, occupation and establishment size (thousands)",IFL,Informal sector and informal employment,,
1488,ILO,International Labour Organization,World,EMP_NIFL_SEX_OCU_INS_NB,"Informal employment by sex, occupation and public/private sector (thousands)",IFL,Informal sector and informal employment,,
1489,ILO,International Labour Organization,World,EMP_NIFL_SEX_OCU_MTS_NB,"Informal employment by sex, occupation and marital status (thousands)",IFL,Informal sector and informal employment,,
1490,ILO,International Labour Organization,World,EMP_NIFL_SEX_OCU_GEO_NB,"Informal employment by sex, occupation and rural / urban areas (thousands)",IFL,Informal sector and informal employment,,
1491,ILO,International Labour Organization,World,EMP_NIFL_SEX_GEO_DSB_NB,"Informal employment by sex, rural / urban areas and disability status (thousands)",IFL,Informal sector and informal employment,,
1492,ILO,International Labour Organization,World,EMP_NIFL_SEX_GEO_MTS_NB,"Informal employment by sex, rural / urban areas and marital status (thousands)",IFL,Informal sector and informal employment,,
1493,ILO,International Labour Organization,World,EMP_NIFL_AGE_EC2_RT,Informal employment rate by age and economic activity - ISIC level 2 (%),IFL,Informal sector and informal employment,,
1494,ILO,International Labour Organization,World,EMP_NIFL_AGE_OC2_RT,Informal employment rate by age and occupation - ISCO level 2 (%),IFL,Informal sector and informal employment,,
1495,ILO,International Labour Organization,World,EMP_NIFL_ECO_OCU_RT,Informal employment rate by economic activity and occupation (%),IFL,Informal sector and informal employment,,
1496,ILO,International Labour Organization,World,EMP_NIFL_SEX_EC2_RT,Informal employment rate by sex and economic activity - ISIC level 2 (%),IFL,Informal sector and informal employment,,
1497,ILO,International Labour Organization,World,EMP_NIFL_SEX_INS_RT,Informal employment rate by sex and public/private sector (%),IFL,Informal sector and informal employment,,
1498,ILO,International Labour Organization,World,EMP_NIFL_SEX_OC2_RT,Informal employment rate by sex and occupation - ISCO level 2 (%),IFL,Informal sector and informal employment,,
1499,ILO,International Labour Organization,World,EMP_NIFL_SEX_AGE_DSB_RT,"Informal employment rate by sex, age and disability status (%)",IFL,Informal sector and informal employment,,
1500,ILO,International Labour Organization,World,EMP_NIFL_SEX_AGE_ECO_RT,"Informal employment rate by sex, age and economic activity (%)",IFL,Informal sector and informal employment,,
1501,ILO,International Labour Organization,World,EMP_NIFL_SEX_AGE_EDU_RT,"Informal employment rate by sex, age and education (%)",IFL,Informal sector and informal employment,,
1502,ILO,International Labour Organization,World,EMP_NIFL_SEX_AGE_INS_RT,"Informal employment rate by sex, age and public/private sector (%)",IFL,Informal sector and informal employment,,
1503,ILO,International Labour Organization,World,EMP_NIFL_SEX_AGE_JOB_RT,"Informal employment rate by sex, age and working time arrangement (%)",IFL,Informal sector and informal employment,,
1504,ILO,International Labour Organization,World,EMP_NIFL_SEX_AGE_MTS_RT,"Informal employment rate by sex, age and marital status (%)",IFL,Informal sector and informal employment,,
1505,ILO,International Labour Organization,World,EMP_NIFL_SEX_AGE_OCU_RT,"Informal employment rate by sex, age and occupation (%)",IFL,Informal sector and informal employment,,
1506,ILO,International Labour Organization,World,EMP_NIFL_SEX_AGE_GEO_RT,"Informal employment rate by sex, age and rural / urban areas (%)",IFL,Informal sector and informal employment,,
1507,ILO,International Labour Organization,World,EMP_NIFL_SEX_ECO_DSB_RT,"Informal employment rate by sex, economic activity and disability status (%)",IFL,Informal sector and informal employment,,
1508,ILO,International Labour Organization,World,EMP_NIFL_SEX_ECO_EDU_RT,"Informal employment rate by sex, economic activity and education (%)",IFL,Informal sector and informal employment,,
1509,ILO,International Labour Organization,World,EMP_NIFL_SEX_ECO_EST_RT,"Informal employment rate by sex, economic activity and establishment size (%)",IFL,Informal sector and informal employment,,
1510,ILO,International Labour Organization,World,EMP_NIFL_SEX_ECO_INS_RT,"Informal employment rate by sex, economic activity and public/private sector (%)",IFL,Informal sector and informal employment,,
1511,ILO,International Labour Organization,World,EMP_NIFL_SEX_ECO_MTS_RT,"Informal employment rate by sex, economic activity and marital status (%)",IFL,Informal sector and informal employment,,
1512,ILO,International Labour Organization,World,EMP_NIFL_SEX_EDU_DSB_RT,"Informal employment rate by sex, education and disability status (%)",IFL,Informal sector and informal employment,,
1513,ILO,International Labour Organization,World,EMP_NIFL_SEX_EDU_MTS_RT,"Informal employment rate by sex, education and marital status (%)",IFL,Informal sector and informal employment,,
1514,ILO,International Labour Organization,World,EMP_NIFL_SEX_EDU_GEO_RT,"Informal employment rate by sex, education and rural / urban areas (%)",IFL,Informal sector and informal employment,,
1515,ILO,International Labour Organization,World,EMP_NIFL_SEX_EST_DSB_RT,"Informal employment rate by sex, establishment size and disability status (%)",IFL,Informal sector and informal employment,,
1516,ILO,International Labour Organization,World,EMP_NIFL_SEX_EST_MTS_RT,"Informal employment rate by sex, establishment size and marital status (%)",IFL,Informal sector and informal employment,,
1517,ILO,International Labour Organization,World,EMP_NIFL_SEX_EST_GEO_RT,"Informal employment rate by sex, establishment size and rural / urban areas (%)",IFL,Informal sector and informal employment,,
1518,ILO,International Labour Organization,World,EMP_NIFL_SEX_INS_DSB_RT,"Informal employment rate by sex, public/private sector and disability status (%)",IFL,Informal sector and informal employment,,
1519,ILO,International Labour Organization,World,EMP_NIFL_SEX_INS_MTS_RT,"Informal employment rate by sex, public/private sector and marital status (%)",IFL,Informal sector and informal employment,,
1520,ILO,International Labour Organization,World,EMP_NIFL_SEX_INS_GEO_RT,"Informal employment rate by sex, public/private sector and rural/urban areas (%)",IFL,Informal sector and informal employment,,
1521,ILO,International Labour Organization,World,EMP_NIFL_SEX_MTS_DSB_RT,"Informal employment rate by sex, marital status and disability status (%)",IFL,Informal sector and informal employment,,
1522,ILO,International Labour Organization,World,EMP_NIFL_SEX_OCU_DSB_RT,"Informal employment rate by sex, occupation and disability status (%)",IFL,Informal sector and informal employment,,
1523,ILO,International Labour Organization,World,EMP_NIFL_SEX_OCU_EDU_RT,"Informal employment rate by sex, occupation and education (%)",IFL,Informal sector and informal employment,,
1524,ILO,International Labour Organization,World,EMP_NIFL_SEX_OCU_EST_RT,"Informal employment rate by sex, occupation and establishment size (%)",IFL,Informal sector and informal employment,,
1525,ILO,International Labour Organization,World,EMP_NIFL_SEX_OCU_INS_RT,"Informal employment rate by sex, occupation and public/private sector (%)",IFL,Informal sector and informal employment,,
1526,ILO,International Labour Organization,World,EMP_NIFL_SEX_OCU_MTS_RT,"Informal employment rate by sex, occupation and marital status (%)",IFL,Informal sector and informal employment,,
1527,ILO,International Labour Organization,World,EMP_NIFL_SEX_OCU_GEO_RT,"Informal employment rate by sex, occupation and rural / urban areas (%)",IFL,Informal sector and informal employment,,
1528,ILO,International Labour Organization,World,EMP_NIFL_SEX_GEO_DSB_RT,"Informal employment rate by sex, rural / urban areas and disability status (%)",IFL,Informal sector and informal employment,,
1529,ILO,International Labour Organization,World,EMP_NIFL_SEX_GEO_MTS_RT,"Informal employment rate by sex, rural / urban areas and marital status (%)",IFL,Informal sector and informal employment,,
1530,ILO,International Labour Organization,World,EMP_PIFL_AGE_EC2_RT,Share of employment outside the formal sector by age and economic activity - ISIC level 2 (%),IFL,Informal sector and informal employment,,
1531,ILO,International Labour Organization,World,EMP_PIFL_AGE_OC2_RT,Share of employment outside the formal sector by age and occupation - ISCO level 2 (%),IFL,Informal sector and informal employment,,
1532,ILO,International Labour Organization,World,EMP_PIFL_ECO_OCU_RT,Share of employment outside the formal sector by economic activity and occupation (%),IFL,Informal sector and informal employment,,
1533,ILO,International Labour Organization,World,EMP_PIFL_SEX_DSB_RT,Share of employment outside the formal sector by sex and disability status (%),IFL,Informal sector and informal employment,,
1534,ILO,International Labour Organization,World,EMP_PIFL_SEX_EC2_RT,Share of employment outside the formal sector by sex and economic activity - ISIC level 2 (%),IFL,Informal sector and informal employment,,
